order_id,sku_id,quantity,unit_price,line_total
ORD00000224,SKU001177,1,78.51,78.51
ORD00000224,SKU001752,2,9.86,19.72
ORD00000224,SKU000810,1,43.45,43.45
ORD00000225,SKU001242,1,123.15,123.15
ORD00000225,SKU000919,3,304.63,913.89
ORD00000226,SKU001894,2,75.65,151.3
ORD00000226,SKU000058,1,4.96,4.96
ORD00000227,SKU000078,2,10.4,20.8
ORD00000227,SKU001455,1,52.74,52.74
ORD00000227,SKU000898,1,10.29,10.29
ORD00000227,SKU001126,1,63.73,63.73
ORD00000228,SKU000431,2,250.63,501.26
ORD00000228,SKU000993,1,87.14,87.14
ORD00000229,SKU001940,2,38.91,77.82
ORD00000229,SKU000313,1,22.2,22.2
ORD00000230,SKU001253,1,5.47,5.47
ORD00000230,SKU001481,2,39.28,78.56
ORD00000230,SKU000143,1,218.32,218.32
ORD00000230,SKU001978,1,1068.71,1068.71
ORD00000231,SKU001729,2,7.99,15.98
ORD00000231,SKU001436,1,40.73,40.73
ORD00000232,SKU000973,1,41.6,41.6
ORD00000233,SKU000579,1,82.46,82.46
ORD00000233,SKU000906,2,5.91,11.82
ORD00000234,SKU001668,1,8.32,8.32
ORD00000234,SKU001731,2,36.65,73.3
ORD00000234,SKU001143,1,15.43,15.43
ORD00000234,SKU000581,1,11.44,11.44
ORD00000235,SKU001979,1,65.85,65.85
ORD00000235,SKU000600,2,317.36,634.72
ORD00000236,SKU000963,1,442.37,442.37
ORD00000237,SKU000377,1,148.83,148.83
ORD00000237,SKU000250,2,211.27,422.54
ORD00000237,SKU000286,1,471.4,471.4
ORD00000238,SKU000881,1,103.92,103.92
ORD00000239,SKU000043,2,68.93,137.86
ORD00000240,SKU001047,1,42.49,42.49
ORD00000241,SKU000445,1,201.82,201.82
ORD00000242,SKU000219,2,26.82,53.64
ORD00000242,SKU001844,1,128.82,128.82
ORD00000243,SKU001364,1,244.96,244.96
ORD00000243,SKU001483,1,7.19,7.19
ORD00000244,SKU000881,1,103.92,103.92
ORD00000244,SKU001560,2,135.33,270.66
ORD00000244,SKU000835,1,24.87,24.87
ORD00000245,SKU001636,1,20.46,20.46
ORD00000246,SKU000983,1,19.36,19.36
ORD00000246,SKU001847,1,220.01,220.01
ORD00000246,SKU001091,1,100.39,100.39
ORD00000246,SKU000922,1,16.48,16.48
ORD00000247,SKU000281,1,5.98,5.98
ORD00000248,SKU001559,1,38.49,38.49
ORD00000248,SKU000468,1,327.21,327.21
ORD00000248,SKU001818,2,33.04,66.08
ORD00000249,SKU001934,1,17.88,17.88
ORD00000250,SKU001353,2,44.79,89.58
ORD00000251,SKU000134,1,83.76,83.76
ORD00000251,SKU000454,2,54.52,109.04
ORD00000251,SKU001068,1,102.62,102.62
ORD00000251,SKU000583,1,157.7,157.7
ORD00000251,SKU000453,2,9.57,19.14
ORD00000252,SKU000875,1,14.37,14.37
ORD00000252,SKU000514,1,7.38,7.38
ORD00000252,SKU000108,2,90.48,180.96
ORD00000253,SKU001105,3,81.79,245.37
ORD00000253,SKU000780,1,81.49,81.49
ORD00000253,SKU000203,1,51.45,51.45
ORD00000254,SKU000624,1,222.59,222.59
ORD00000254,SKU000878,2,55.19,110.38
ORD00000255,SKU000057,1,62.96,62.96
ORD00000256,SKU001396,3,28.74,86.22
ORD00000256,SKU001377,2,20.22,40.44
ORD00000256,SKU000883,1,329.67,329.67
ORD00000256,SKU001641,3,115.79,347.37
ORD00000256,SKU000242,3,32.83,98.49
ORD00000257,SKU000247,1,188.26,188.26
ORD00000258,SKU000182,1,23.2,23.2
ORD00000258,SKU000178,2,97.33,194.66
ORD00000259,SKU001802,1,140.02,140.02
ORD00000259,SKU001073,1,89.02,89.02
ORD00000260,SKU000170,1,203.89,203.89
ORD00000261,SKU001654,1,11.14,11.14
ORD00000262,SKU000493,3,6.61,19.830000000000002
ORD00000262,SKU001684,1,26.57,26.57
ORD00000263,SKU000566,1,22.55,22.55
ORD00000263,SKU000010,1,22.03,22.03
ORD00000263,SKU000900,1,12.29,12.29
ORD00000263,SKU001704,2,52.82,105.64
ORD00000264,SKU000152,1,3.94,3.94
ORD00000264,SKU001430,1,53.79,53.79
ORD00000264,SKU001951,1,30.89,30.89
ORD00000265,SKU000662,2,12.91,25.82
ORD00000265,SKU001056,2,166.62,333.24
ORD00000265,SKU000071,1,61.65,61.65
ORD00000265,SKU001404,1,71.14,71.14
ORD00000265,SKU000245,1,686.4,686.4
ORD00000266,SKU000529,2,110.38,220.76
ORD00000266,SKU001234,2,52.46,104.92
ORD00000267,SKU001808,1,163.45,163.45
ORD00000268,SKU000134,1,83.76,83.76
ORD00000269,SKU000498,1,24.69,24.69
ORD00000269,SKU001696,1,23.79,23.79
ORD00000269,SKU000343,2,81.21,162.42
ORD00000269,SKU000762,1,196.1,196.1
ORD00000270,SKU000204,3,135.95,407.84999999999997
ORD00000271,SKU001049,2,43.09,86.18
ORD00000271,SKU001245,1,129.62,129.62
ORD00000272,SKU000708,1,140.74,140.74
ORD00000273,SKU000909,1,207.3,207.3
ORD00000274,SKU001616,2,14.26,28.52
ORD00000275,SKU001721,2,177.45,354.9
ORD00000275,SKU001643,1,55.17,55.17
ORD00000275,SKU001617,1,6.43,6.43
ORD00000275,SKU001343,2,185.42,370.84
ORD00000276,SKU001553,1,40.16,40.16
ORD00000277,SKU000846,1,344.91,344.91
ORD00000277,SKU001931,1,50.57,50.57
ORD00000277,SKU001904,1,255.2,255.2
ORD00000277,SKU001800,1,204.09,204.09
ORD00000278,SKU000581,1,11.44,11.44
ORD00000279,SKU001337,2,18.28,36.56
ORD00000279,SKU001632,2,53.79,107.58
ORD00000279,SKU001861,1,21.61,21.61
ORD00000280,SKU000164,1,171.07,171.07
ORD00000280,SKU000464,1,16.54,16.54
ORD00000280,SKU000925,1,18.45,18.45
ORD00000280,SKU001555,2,244.1,488.2
ORD00000281,SKU000706,1,7.01,7.01
ORD00000281,SKU000830,1,5.87,5.87
ORD00000281,SKU001670,1,344.03,344.03
ORD00000282,SKU001164,1,6.79,6.79
ORD00000283,SKU000774,1,11.13,11.13
ORD00000284,SKU000541,3,157.24,471.72
ORD00000284,SKU000478,2,60.55,121.1
ORD00000285,SKU000918,3,341.43,1024.29
ORD00000286,SKU001262,2,13.11,26.22
ORD00000286,SKU000971,2,28.45,56.9
ORD00000286,SKU000434,2,4.94,9.88
ORD00000286,SKU000655,1,24.35,24.35
ORD00000287,SKU000902,1,5.67,5.67
ORD00000287,SKU000602,1,7.58,7.58
ORD00000287,SKU001739,3,61.82,185.46
ORD00000288,SKU001477,1,55.14,55.14
ORD00000288,SKU000697,1,213.91,213.91
