sku_id,product_name,category,subcategory,brand,price,weight_lbs,dimensions_cubic_in,launch_date,seasonality_factor,base_demand
SKU000021,Multi-lateral neutral architecture,Electronics,Education,"Johnson, Cook and Walker",32.19,0.18916363314001577,151.97356395830062,2023-10-25,1.2,100
SKU000022,Face-to-face homogeneous time-frame,Electronics,Sure,Mathews-Todd,273.39,3.8065183824197097,107.69296702070878,2025-07-05,1.2,100
SKU000023,Streamlined next generation info-mediaries,Home & Garden,Fine,Cook-Watson,198.84,0.8742796876398337,52.729143362011385,2024-06-09,1.1,80
SKU000024,Customizable foreground capability,Home & Garden,All,Smith-Moss,81.09,2.6079189005168124,240.78963423883604,2024-12-25,1.1,80
SKU000025,Multi-lateral modular access,Sports,Himself,Dean LLC,89.34,1.234480947971786,155.85671216978164,2023-08-25,1.3,60
SKU000026,Realigned impactful monitoring,Home & Garden,Mind,Roberts-Martinez,107.59,0.41968429786813416,133.40907260464763,2023-12-23,1.1,80
SKU000027,Mandatory systematic parallelism,Home & Garden,Pass,"Payne, Hamilton and Thompson",140.94,0.29436973862967697,127.4972108714381,2025-07-22,1.1,80
SKU000028,Intuitive next generation infrastructure,Clothing,Picture,Sawyer and Sons,45.97,1.2275041976021266,84.61978717014281,2024-03-27,1.5,150
SKU000029,Optional 4thgeneration alliance,Clothing,Identify,"Lopez, Wade and Brown",61.51,0.7907038072128786,154.6656666287546,2023-10-03,1.5,150
SKU000030,Polarized well-modulated parallelism,Home & Garden,Turn,Neal-Cox,173.22,2.7666064856820323,114.74648067577893,2025-05-30,1.1,80
SKU000031,Reduced dedicated leverage,Books,Understand,"King, Cook and Jones",20.43,2.3918319875958636,80.65001302323897,2023-12-09,0.9,40
SKU000032,Persevering dedicated flexibility,Sports,Southern,Aguirre-Cook,83.33,0.4285300883916762,401.05784082925487,2024-12-11,1.3,60
SKU000033,Ameliorated static architecture,Clothing,Probably,Henderson-Moore,94.9,7.165764874380318,211.76371521527773,2023-12-28,1.5,150
SKU000034,Future-proofed intangible task-force,Home & Garden,Behind,Ramirez-Bennett,70.18,2.0695691335480677,150.3611262305171,2024-04-01,1.1,80
SKU000035,Distributed tangible website,Electronics,Whole,Carrillo-Wright,451.45,2.172498505992789,169.6217168780742,2025-04-19,1.2,100
SKU000036,Digitized clear-thinking service-desk,Electronics,Street,Leach-Ayala,444.43,0.283421863789315,105.40128334914267,2023-08-27,1.2,100
SKU000037,User-centric systematic migration,Home & Garden,Beyond,Rodriguez PLC,91.81,1.3306694072563283,78.46651474295429,2025-01-14,1.1,80
SKU000038,Customer-focused composite paradigm,Clothing,Service,Jones-Grant,50.1,0.4319951096678934,121.04279980573516,2024-02-24,1.5,150
SKU000039,Balanced zero-defect open architecture,Home & Garden,Plant,"King, West and Gibbs",58.46,0.018926195860528187,76.60662789725589,2024-03-18,1.1,80
SKU000040,Reactive static task-force,Books,Whose,"Luna, Quinn and Wilson",21.86,1.4657555355022904,147.67169823467017,2023-11-10,0.9,40
SKU000041,Open-architected multimedia budgetary management,Home & Garden,Method,"Wright, Luna and Boyd",72.06,1.8633287390640174,158.29933665416837,2023-08-11,1.1,80
SKU000042,Inverse multimedia moratorium,Clothing,Sure,"Franklin, Smith and Farrell",40.35,1.3536371923684465,133.12344043044482,2025-07-03,1.5,150
SKU000043,Profound 6thgeneration moratorium,Clothing,Camera,Smith-Robinson,68.93,1.7029986268307216,79.64349494672045,2025-01-31,1.5,150
SKU000044,Assimilated global alliance,Books,On,"Rodriguez, Griffith and Williams",8.67,0.8777448593059733,103.07024966585307,2024-05-15,0.9,40
SKU000045,Triple-buffered directional Graphical User Interface,Books,Put,"Le, Sandoval and Patrick",21.49,0.4508572350070211,270.513496021316,2024-10-29,0.9,40
SKU000046,Reverse-engineered 5thgeneration productivity,Electronics,Create,Strickland Inc,220.64,0.9857238985929911,269.92296676815363,2023-10-11,1.2,100
SKU000047,Open-source tangible instruction set,Clothing,Outside,Barnes-Preston,16.43,0.7046321687579102,66.50593913982289,2024-12-03,1.5,150
SKU000048,Compatible cohesive frame,Books,Western,Estes-Gallegos,20.58,3.196601397006826,295.3801388629307,2025-03-21,0.9,40
SKU000049,Fundamental client-server middleware,Electronics,Building,Thornton Ltd,280.37,3.1200345446731927,123.38306981960334,2025-02-11,1.2,100
SKU000050,Monitored non-volatile moderator,Sports,Treat,Sanders and Sons,118.01,2.8896668855667045,226.01351635432218,2023-09-06,1.3,60
SKU000051,Persevering encompassing process improvement,Home & Garden,Mr,"Logan, Baker and Valenzuela",49.06,0.6471910690454773,237.3289464186948,2025-02-09,1.1,80
SKU000052,Inverse radical archive,Books,Throw,Price PLC,6.39,1.641541915853984,77.05892640924374,2023-11-20,0.9,40
SKU000053,Adaptive dynamic definition,Sports,Bar,"Bridges, Mcgee and Wood",40.63,1.2718260565061341,98.76511595862489,2025-01-11,1.3,60
SKU000054,Multi-channeled modular structure,Clothing,Week,Blake Group,2.81,1.925457727838725,123.59238349400678,2024-04-28,1.5,150
SKU000055,Pre-emptive multimedia product,Books,Big,,15.23,1.2857690810825382,55.601867747998824,2024-11-23,0.9,40
SKU000056,Monitored analyzing framework,Sports,Easy,"Hudson, Molina and Roberts",179.47,3.607171391494067,73.21402237860791,2023-10-14,1.3,60
SKU000057,Object-based encompassing help-desk,Sports,Among,,62.96,0.7723967083963608,139.35346935041792,2024-10-07,1.3,60
SKU000058,Inverse content-based utilization,Home & Garden,Very,Mack and Sons,4.96,0.581637431643566,98.30304871892062,2023-08-14,1.1,80
SKU000059,Phased client-server flexibility,Sports,Walk,"Werner, Tran and Burns",36.26,2.665235552464082,156.90216019567106,2024-02-10,1.3,60
SKU000060,Cross-platform contextually-based installation,Sports,Bit,Caldwell PLC,50.6,4.706324988250608,119.66230722180096,2024-05-05,1.3,60
SKU000061,Vision-oriented high-level matrix,Home & Garden,Enter,Stephens-Wilson,39.44,1.6699834430781888,316.32023292002555,2025-02-26,1.1,80
SKU000062,Advanced system-worthy Graphic Interface,Books,Top,"Gonzalez, Sanchez and Wilkerson",5.2,2.2990014510070393,116.14556146841097,2023-08-25,0.9,40
SKU000063,Programmable directional hub,Books,Experience,"Ochoa, Ramirez and Taylor",24.12,2.1163817894468235,121.63606653331469,2024-12-05,0.9,40
SKU000064,Phased multimedia moderator,Home & Garden,Head,"Gardner, Hicks and Lawrence",87.68,0.6351820008453283,242.77505268403115,2023-08-08,1.1,80
SKU000065,Optional reciprocal info-mediaries,Sports,Hotel,Austin-Thompson,180.38,0.9784622497143847,139.8851527667802,2024-12-24,1.3,60
SKU000066,Right-sized intangible workforce,Books,Change,Graham-Martin,12.37,1.768550183302402,156.86105876214697,2024-01-30,0.9,40
SKU000067,Operative national encoding,Clothing,Beautiful,Harrison and Sons,9.81,0.28188669408613726,135.36296044101132,2025-06-30,1.5,150
SKU000068,Function-based bottom-line monitoring,Clothing,Describe,"Stevenson, Padilla and Key",96.65,3.308213628942365,182.7640305946158,2024-04-16,1.5,150
SKU000069,Sharable methodical open architecture,Clothing,Tend,"Maxwell, Johnson and Stein",31.15,3.6376794365692455,165.75632080669672,2025-03-27,1.5,150
SKU000070,Devolved multimedia adapter,Clothing,Behavior,Crawford-Gregory,91.54,0.5129185910743946,317.13070812515866,2023-08-17,1.5,150
SKU000071,Operative clear-thinking open system,Clothing,Fine,Dillon-Smith,61.65,2.810771839503618,178.5111082158184,2025-02-28,1.5,150
SKU000072,Networked stable task-force,Home & Garden,Owner,Adams-Walker,88.97,1.8139973073015552,169.8780121794304,2024-05-06,1.1,80
SKU000073,Synchronized didactic focus group,Home & Garden,Beyond,"Campbell, Wright and Jones",82.17,3.0733515090790116,151.5783325549615,2025-02-24,1.1,80
SKU000074,Extended contextually-based encoding,Clothing,Simply,"Martinez, Rice and Massey",41.52,1.2236308385290473,301.9488626889365,2025-02-28,1.5,150
SKU000075,Optimized maximized orchestration,Clothing,Public,Beasley Group,33.19,0.934307386415448,59.97769321725016,2024-12-05,1.5,150
SKU000076,Pre-emptive value-added extranet,Electronics,Many,Brewer-Taylor,202.8,1.4795362108031915,107.9103823564064,2023-09-06,1.2,100
SKU000077,Universal bandwidth-monitored artificial intelligence,Clothing,Recently,Phillips PLC,30.58,2.734915927975178,94.22227773229856,2024-01-23,1.5,150
SKU000078,Profound eco-centric encryption,Books,Site,Mathis-Thompson,10.4,0.8315164948065538,31.12194330312094,2023-08-10,0.9,40
SKU000079,Configurable secondary moratorium,Home & Garden,Likely,Dawson-Floyd,66.09,0.9318110853494634,119.12879548402005,2025-03-03,1.1,80
SKU000080,Monitored secondary definition,Electronics,Cup,"Randolph, Thomas and Nguyen",657.8,1.0187095070970602,113.38945598732329,2024-10-29,1.2,100
SKU000081,Face-to-face reciprocal capacity,Sports,Center,Anderson-Dyer,122.16,0.870661641165984,187.98829983124,2024-08-13,1.3,60
SKU000082,Polarized local throughput,Home & Garden,Course,Bryant-Cox,61.99,0.49909715343905753,284.91146207316785,2025-01-01,1.1,80
SKU000083,Mandatory actuating concept,Electronics,Both,"Ballard, Fox and Cooper",186.49,1.7404180642887317,133.16263553846173,2023-10-08,1.2,100
SKU000084,Cross-platform executive moderator,Home & Garden,For,Carney-Perez,99.28,2.169141350452776,134.40096546094463,2024-05-16,1.1,80
SKU000085,Ergonomic multi-tasking emulation,Electronics,Pass,Dawson-Ferguson,93.46,0.9992611724068794,125.08555904888065,2024-09-20,1.2,100
SKU000086,Profit-focused exuding conglomeration,Sports,Talk,Chang Ltd,97.73,2.1286974272762116,256.5529826444264,2024-03-05,1.3,60
SKU000087,Persistent full-range solution,Home & Garden,Process,"Wilkerson, Ingram and Wright",121.52,0.6253207856709317,71.1292483592527,2024-12-24,1.1,80
SKU000088,Profit-focused radical function,Electronics,Likely,Brown-Reyes,199.19,0.5519677001851869,12.856406549780775,2025-01-22,1.2,100
SKU000089,Up-sized dynamic software,Books,Perform,Fox and Sons,37.55,1.4770932960729914,139.3055767802082,2023-11-06,0.9,40
SKU000090,Stand-alone scalable application,Clothing,Citizen,Collins-Miller,102.38,0.9937566963649394,282.5259207897389,2024-06-17,1.5,150
SKU000091,Universal static strategy,Electronics,Quite,Vargas-Roberts,193.24,0.5207764023497112,72.66093480108604,2025-02-26,1.2,100
SKU000092,Organic secondary knowledge user,Electronics,Network,"Mcguire, Meyer and Gill",363.21,0.43990211642091825,328.39680416810876,2024-09-01,1.2,100
SKU000093,Optional didactic structure,Electronics,Join,"Calhoun, Marks and Kane",361.46,4.070945605409817,83.08827858015043,2024-04-05,1.2,100
SKU000094,Secured transitional frame,Clothing,State,"Murphy, Glover and Taylor",61.05,1.3078155662988966,277.50052800347305,2023-09-16,1.5,150
SKU000095,Customizable transitional open architecture,Sports,Government,,174.51,1.8504369494931299,99.05880458220217,2024-11-28,1.3,60
SKU000096,Business-focused background process improvement,Clothing,Fast,Lewis-Freeman,7.87,2.852230691555732,81.07968779008878,2024-06-20,1.5,150
SKU000097,Devolved impactful service-desk,Books,Debate,"Herman, Silva and Ware",1.64,2.0973664857975916,137.18237988540452,2024-04-27,0.9,40
SKU000098,Implemented zero administration open system,Clothing,Yet,,117.94,4.306343591110718,24.4794863722176,2025-01-27,1.5,150
SKU000099,Polarized neutral product,Electronics,Program,Patrick and Sons,86.61,3.8787473503352006,124.77295899797996,2023-08-12,1.2,100
SKU000100,Balanced neutral structure,Sports,Quite,Johnson Inc,79.5,1.7619391111447917,41.6729357491134,2023-10-11,1.3,60
SKU000101,User-friendly eco-centric conglomeration,Home & Garden,Mother,Contreras-Carlson,24.09,1.2963610151725178,186.77590000816656,2024-05-29,1.1,80
SKU000102,Enterprise-wide foreground artificial intelligence,Books,Fund,Morris-Peterson,5.98,0.6489947824449416,136.2651112063472,2024-02-09,0.9,40
SKU000103,Reduced zero administration system engine,Electronics,Sort,Cunningham Group,99.61,2.118403500672134,143.51885241325323,2024-07-07,1.2,100
SKU000104,Cross-platform responsive standardization,Home & Garden,Still,"Ritter, Smith and Dixon",51.58,1.0473624920656486,96.61403813199507,2023-07-29,1.1,80
SKU000105,Universal empowering product,Clothing,Yard,Robertson-Webb,66.18,1.3495569798786475,123.5406298748452,2023-12-17,1.5,150
SKU000106,Future-proofed cohesive protocol,Books,Contain,Hodge-Yoder,46.71,1.9559761427147135,261.7944094316295,2024-03-11,0.9,40
SKU000107,Up-sized system-worthy parallelism,Electronics,Indeed,Bailey-Hopkins,79.17,2.3199744392644113,168.85869948421325,2024-11-19,1.2,100
SKU000108,Innovative multi-state customer loyalty,Clothing,Tonight,Dodson LLC,90.48,2.905392973429197,172.54439362583298,2023-10-25,1.5,150
SKU000109,Persevering bottom-line parallelism,Home & Garden,Majority,Paul Inc,51.33,2.3389483921447236,154.1528314787175,2023-12-14,1.1,80
SKU000110,Streamlined didactic extranet,Electronics,Describe,Murphy Group,338.38,6.485631020136747,85.11403819440486,2024-07-21,1.2,100
SKU000111,Multi-layered systematic knowledge user,Books,Response,,5.41,3.088419242938088,121.9202410128739,2025-06-28,0.9,40
SKU000112,Up-sized zero tolerance capacity,Clothing,Important,Patel-Olson,34.27,0.2919483367258756,227.53793005396767,2023-09-03,1.5,150
SKU000113,Expanded static architecture,Sports,Act,Fletcher-Garza,55.7,2.9810655466030904,149.85754216367297,2024-11-04,1.3,60
SKU000114,Cross-group eco-centric ability,Books,Many,Jones-Woodard,11.68,1.3017683855874693,304.98483527828955,2024-11-26,0.9,40
SKU000115,Enterprise-wide multimedia algorithm,Clothing,Story,Miller-Guerrero,20.68,2.046499720687996,230.02954679834372,2024-10-17,1.5,150
SKU000116,Right-sized 5thgeneration matrices,Clothing,Thousand,Davies-Long,18.54,4.421398468505767,324.86026181362143,2025-01-27,1.5,150
SKU000117,Open-source real-time task-force,Electronics,Modern,"Nelson, Hernandez and Kirk",530.3,2.4926462058165697,239.00793641961835,2025-07-08,1.2,100
SKU000118,User-friendly background knowledgebase,Electronics,Call,Roberts and Sons,846.39,1.1062160803224714,122.33166265803213,2024-05-09,1.2,100
SKU000119,Networked interactive middleware,Clothing,Realize,Patton Ltd,4.03,0.27232132879576093,182.01823835495122,2023-09-05,1.5,150
SKU000120,Extended coherent hardware,Home & Garden,Sometimes,Hughes PLC,76.8,1.0309679941348104,208.11082500739343,2024-05-11,1.1,80
SKU000121,Universal client-server hierarchy,Sports,Gas,"Griffin, Fitzgerald and James",26.44,1.515782588830044,162.1229479347406,2024-01-04,1.3,60
SKU000122,Intuitive upward-trending access,Electronics,Matter,"Malone, Reese and Stanley",112.52,0.7304294928846202,92.69359010524887,2023-12-11,1.2,100
SKU000123,Programmable system-worthy definition,Electronics,Read,"Evans, Murray and Cruz",547.82,1.8581122992921948,160.2202916468825,2025-02-10,1.2,100
SKU000124,Operative value-added service-desk,Books,Yard,White Group,16.73,0.973769895774123,162.54743648385397,2023-10-04,0.9,40
SKU000125,Fundamental reciprocal standardization,Clothing,Purpose,"Harris, Sullivan and Frederick",159.91,1.4782836524294014,144.36288420899263,2023-10-19,1.5,150
SKU000126,Visionary object-oriented infrastructure,Clothing,Control,Cook-Wolfe,48.65,5.969650132214778,123.31612617110888,2024-02-11,1.5,150
SKU000127,Face-to-face optimal task-force,Home & Garden,American,"Flores, Soto and Copeland",19.23,2.2246177390311317,222.79530305356533,2024-05-28,1.1,80
SKU000128,Open-architected didactic adapter,Home & Garden,Assume,"Long, Price and Dawson",21.57,0.10041813400914533,117.22246841092345,2023-10-27,1.1,80
SKU000129,Business-focused heuristic service-desk,Home & Garden,Bank,Green-Griffin,61.49,1.3014594731134361,39.62173405026846,2024-07-21,1.1,80
SKU000130,User-centric transitional project,Books,Around,Combs-Mason,14.01,2.4345130758850737,140.30120273622893,2023-10-06,0.9,40
SKU000131,Expanded user-facing projection,Books,Himself,Russo Ltd,15.33,0.336229699762886,116.45958094581617,2025-02-13,0.9,40
SKU000132,Phased value-added product,Books,Religious,"Sanchez, Perry and Galvan",19.88,0.25797197014744794,159.17650438231593,2024-08-05,0.9,40
SKU000133,Self-enabling cohesive task-force,Sports,Suffer,,35.14,3.733858188036124,124.95320254712325,2024-07-19,1.3,60
SKU000134,Phased tangible approach,Clothing,Good,Evans-Watkins,83.76,3.0934551374813752,84.0605762974987,2025-02-01,1.5,150
SKU000135,Visionary 5thgeneration leverage,Sports,Behind,Steele PLC,25.3,0.6496989032989521,83.34465113157059,2024-05-21,1.3,60
SKU000136,Robust well-modulated policy,Books,Wonder,,18.49,3.4500258849281025,80.02739332211584,2024-09-26,0.9,40
SKU000137,Enterprise-wide mission-critical access,Clothing,Appear,"Anderson, Wright and Parsons",17.71,0.41886950718694066,172.99013796914676,2025-04-29,1.5,150
SKU000138,Customer-focused didactic capacity,Home & Garden,Include,"Armstrong, Ruiz and Green",60.51,2.7849244315573505,90.08083349824506,2023-08-12,1.1,80
SKU000139,Diverse asymmetric encryption,Clothing,Leader,"Richard, Mitchell and Ward",42.89,2.0648606615668084,130.5796378135223,2024-08-05,1.5,150
SKU000140,Configurable system-worthy challenge,Books,Site,"Ewing, Fox and Thompson",22.19,2.477102551250648,147.19254998524124,2024-11-24,0.9,40
SKU000141,Stand-alone holistic architecture,Clothing,Seven,"Gomez, Gutierrez and Miller",41.15,1.9662429054435036,317.98907489922203,2024-06-30,1.5,150
SKU000142,Synchronized high-level Graphical User Interface,Books,Open,"Moore, Robinson and Richardson",28.08,0.4843776363717916,184.9555511372433,2025-06-12,0.9,40
SKU000143,De-engineered system-worthy moratorium,Home & Garden,Future,"Henry, Johnson and Mcneil",218.32,0.5125244509087241,121.3510089964488,2024-07-01,1.1,80
SKU000144,Ergonomic 24hour toolset,Home & Garden,Reflect,Saunders PLC,195.99,0.8595565696313314,351.9791643917662,2025-03-23,1.1,80
SKU000145,Universal context-sensitive portal,Clothing,Without,Salinas LLC,3.71,1.215575931867425,142.23986844351765,2023-11-16,1.5,150
SKU000146,Quality-focused leadingedge moderator,Clothing,Position,Garcia-Barber,74.63,1.9044077535299095,358.7196817277385,2023-12-25,1.5,150
SKU000147,Monitored radical projection,Books,It,Washington-Moore,6.09,1.5252036714123005,95.14012092676671,2024-09-08,0.9,40
SKU000148,Synchronized fault-tolerant support,Clothing,Moment,Gutierrez-Lowe,40.64,2.4520996647305053,44.695709492831305,2024-04-02,1.5,150
SKU000149,Automated logistical software,Home & Garden,City,"Sanchez, Chang and Leblanc",48.44,1.5466091825180928,177.50131858346097,2023-10-31,1.1,80
SKU000150,Reactive heuristic success,Electronics,Return,Fox Inc,242.76,0.9148199141556712,192.15312154787912,2025-07-22,1.2,100
SKU000151,Quality-focused mission-critical functionalities,Books,Interesting,"Collins, Walls and Bell",12.64,0.8647874456774844,117.35899531875779,2023-08-16,0.9,40
SKU000152,User-friendly systematic Graphical User Interface,Books,Occur,Santos LLC,3.94,0.3201715890374677,284.74444157410005,2024-09-11,0.9,40
SKU000153,Advanced bi-directional ability,Home & Garden,Or,"Hawkins, Becker and Fisher",54.25,1.2018110489588754,60.777793309106244,2024-10-31,1.1,80
SKU000154,Pre-emptive empowering extranet,Home & Garden,Money,Miller-Lewis,29.39,0.23299499548667654,61.33086696359054,2024-09-12,1.1,80
SKU000155,Visionary upward-trending neural-net,Clothing,Late,Lee-Cruz,14.09,3.3292491546537315,242.20157353133033,2024-12-01,1.5,150
SKU000156,Implemented human-resource task-force,Books,Give,Boyle and Sons,6.49,0.8623114698282351,68.95173164669359,2024-03-17,0.9,40
SKU000157,Organic leadingedge focus group,Sports,Six,"Ortiz, Perez and Cisneros",18.95,3.800816645022624,254.09613738610827,2024-10-18,1.3,60
SKU000158,Digitized coherent utilization,Sports,Tree,"Jordan, Stafford and Shaw",76.31,1.8734836855168078,84.19121946315688,2024-11-17,1.3,60
SKU000159,Compatible grid-enabled ability,Electronics,Course,Washington and Sons,44.85,2.922297459647066,237.07866834972734,2024-09-26,1.2,100
SKU000160,Sharable modular encryption,Books,Fight,Williams-Stuart,4.57,0.6767138512492669,58.0652527715262,2023-10-25,0.9,40
SKU000161,Right-sized explicit access,Sports,Front,"Smith, Kennedy and Walton",185.89,1.1006835622188618,150.47176146594535,2023-08-17,1.3,60
SKU000162,Secured mission-critical project,Clothing,Organization,Martin-Jones,7.67,1.5408223323229906,196.48252607535454,2024-04-29,1.5,150
SKU000163,Reverse-engineered mobile knowledge user,Clothing,Eat,Gray-Armstrong,32.1,4.769113337705168,187.87380890949171,2025-03-02,1.5,150
SKU000164,User-centric foreground paradigm,Home & Garden,Building,"Hawkins, Gonzales and Evans",171.07,0.474915095331551,234.08951353928177,2025-02-06,1.1,80
SKU000165,Focused human-resource Internet solution,Books,His,Mendez Ltd,7.32,3.617471291901504,339.76760494946456,2024-09-10,0.9,40
SKU000166,Progressive grid-enabled moderator,Home & Garden,Little,Hunter-Larson,31.68,2.7794738860972616,109.3956135889897,2025-01-06,1.1,80
SKU000167,Monitored solution-oriented hierarchy,Home & Garden,Local,Sanchez Ltd,47.85,2.002495276983802,78.77148207402628,2024-11-14,1.1,80
SKU000168,Public-key eco-centric firmware,Electronics,Everything,,150.96,4.82273677954355,127.33505864465143,2024-02-01,1.2,100
SKU000169,Re-contextualized foreground contingency,Home & Garden,Group,King-Woods,16.6,2.8917659404534617,258.1689719142902,2024-02-28,1.1,80
SKU000170,Front-line leadingedge productivity,Electronics,Coach,Thomas PLC,203.89,1.113872594802403,133.70024623760736,2024-02-25,1.2,100
SKU000171,Profound logistical intranet,Clothing,Hope,Orr-Jones,89.85,1.5326935069729675,300.17430512983736,2025-05-23,1.5,150
SKU000172,Secured attitude-oriented neural-net,Books,Something,"Wall, Harrison and Brooks",8.7,3.163881308770576,125.33241102891076,2024-10-30,0.9,40
SKU000173,Synchronized national definition,Clothing,Card,"Lopez, Wheeler and Fowler",26.97,1.9203119099345483,104.96157822789152,2023-08-19,1.5,150
SKU000174,Centralized fresh-thinking parallelism,Sports,Actually,Mitchell-Stevenson,128.26,1.470324015709617,231.84172348895,2024-07-02,1.3,60
SKU000175,Focused homogeneous Graphic Interface,Home & Garden,Oil,Mitchell-Morris,27.08,1.025283617759075,69.56015650699335,2024-10-10,1.1,80
SKU000176,Cloned object-oriented definition,Home & Garden,Factor,Frost-Roberts,155.26,0.8033586834331866,59.08676481625514,2023-11-02,1.1,80
SKU000177,Switchable user-facing leverage,Home & Garden,Board,Lopez and Sons,109.65,1.6945522523785206,106.6214472457232,2024-02-04,1.1,80
SKU000178,Centralized zero-defect task-force,Sports,Investment,Young-Watson,97.33,1.4428994611278496,465.65040878074876,2025-04-02,1.3,60
SKU000179,Ergonomic transitional hub,Books,Position,Edwards-Meadows,12.04,2.1240168186112145,181.6036295900825,2024-10-24,0.9,40
SKU000180,Synchronized needs-based adapter,Electronics,Own,Bright-Moore,233.82,5.361155177113919,164.15278690571242,2023-12-19,1.2,100
SKU000181,Upgradable tertiary capability,Electronics,Phone,Hendricks-Fox,366.95,4.213052696969666,89.58923699158485,2024-10-05,1.2,100
SKU000182,Pre-emptive well-modulated product,Clothing,Gas,"Ruiz, Pearson and Arnold",23.2,1.394615584301497,288.3977049638756,2025-03-23,1.5,150
SKU000183,Total zero tolerance leverage,Home & Garden,Customer,Christian-Coleman,32.18,3.73577487712856,126.68455410478731,2023-09-02,1.1,80
SKU000184,Reverse-engineered methodical knowledgebase,Sports,Discuss,"Davidson, Robertson and Wright",16.11,1.3294677418086316,128.44333789407094,2024-07-01,1.3,60
SKU000185,Networked incremental algorithm,Electronics,Outside,,249.34,2.947170578455216,148.49054401192436,2024-08-21,1.2,100
SKU000186,Inverse full-range access,Home & Garden,Street,Parks LLC,40.96,3.064976752509218,191.103740234287,2024-02-28,1.1,80
SKU000187,Multi-lateral stable analyzer,Sports,Life,"Taylor, Ross and Landry",136.42,2.2723012362975505,265.87450237186243,2025-06-21,1.3,60
SKU000188,Upgradable zero administration support,Sports,Agreement,"Miller, Hickman and Salazar",76.3,1.7181375904743106,49.01207384376479,2025-01-29,1.3,60
SKU000189,Enterprise-wide system-worthy circuit,Books,Interview,Hernandez-Black,8.16,1.512504480871933,188.4090680247507,2024-04-21,0.9,40
SKU000190,Implemented human-resource encoding,Clothing,Admit,Howell-Lambert,110.07,4.256762378852945,130.53918375701727,2025-02-20,1.5,150
SKU000191,Monitored interactive methodology,Clothing,Camera,Ellis LLC,62.85,3.0552799221861466,182.65778089235332,2024-01-01,1.5,150
SKU000192,Reduced neutral throughput,Clothing,Share,Martin-Solis,8.19,2.985239438163386,128.3878567626134,2024-03-29,1.5,150
SKU000193,Reactive background structure,Home & Garden,Until,"Buchanan, Abbott and Stevens",60.21,1.6986860112372446,34.3213645878736,2023-08-23,1.1,80
SKU000194,Profit-focused static middleware,Home & Garden,Fly,Simpson Ltd,30.44,1.3039584432775657,91.74989293755044,2024-03-28,1.1,80
